ID,int_rc
10001,0.17058516189126205
10002,0.11099742948341038
10003,0.0915891640060752
10004,0.10471642872330647
10005,0.10800963225705666
10006,0.188302089314319
10007,0.16610255946480926
10008,0.030731952144630866
10009,0.1741073822037991
10010,0.18291308715516735
10011,0.07596635370704645
10012,0.14437545265313637
10013,0.06876478348051117
10014,0.05809404622873778
10015,0.12524982918626348
10016,0.11118067580302604
10017,0.1101769262254269
10018,0.06072486456120649
10019,0.16673551357492714
10020,0.16704668870435918
10021,0.15125426431078456
10022,0.14777865053209818
10023,0.13847313882717524
10024,0.14718542645148575
10025,0.09177501554199931
10026,0.17394601168643006
10027,0.12497014366783454
10028,0.20137025969138328
10029,0.17878528980247693
10030,0.17820587915948813
10031,0.11107722946354846
10032,0.1762763825014873
10033,0.163661256629553
10034,0.19781752098916677
10035,0.17635978012784775
10036,0.13136412129924246
10037,0.15807185599069182
10038,0.08539366267554215
10039,0.16634107462581504
10040,0.0615859029974492
10041,0.08570319660373846
10042,0.11058853960960859
10043,0.10082125007458384
10044,0.07211033379906653
10045,0.19805005451511926
10046,0.06618611050030739
10047,0.12754036901372517
10048,0.1642453389099252
10049,0.14301510573313908
10050,0.05594883639833709
10051,0.12545710330534388
10052,0.1195127823582017
10053,0.12611854755502414
10054,0.1896634210155833
10055,0.1723104483539065
10056,0.12717423936799785
10057,0.07547530667620812
10058,0.1080630114464461
10059,0.07352734071132774
10060,0.0630708441595749
10061,0.18869532344928838
10062,0.07381575128894502
10063,0.09027042747106111
10064,0.1426063085888456
10065,0.19139996683612565
10066,0.1406138302157798
10067,0.05341334507492758
10068,0.15291230862999367
10069,0.11749158011552928
10070,0.1225036370380214
10071,0.18259849808657574
10072,0.10743448230962169
10073,0.13660257350210023
10074,0.0677765809481398
10075,0.14086510626031656
10076,0.15663276826837885
10077,0.1728162732071982
10078,0.12233147196663788
10079,0.11133174714060841
10080,0.10792068167977334
10081,0.12308905079793885
10082,0.14634388500910922
10083,0.12637986414247077
10084,0.11468434568407161
10085,0.1485161410797576
10086,0.1763441398314655
10087,0.16539763861298526
10088,0.1246031823774614
10089,0.16079928955727993
10090,0.14144579193254803
